name_en,name_es,gender,testament,description,meaning
Bartholomew,Bartolomé,Male,NT,disciple of the Messiah (MAT 10:3),a son that suspends the waters
Bartimaeus,Bartimeo,Male,NT,a blind beggar outside in Jericho (MRK 10:46),
Baruch,Baruc,Male,OT,zealously repaired another section of wall (NEH 3:20),who is blessed
Barzillai,Barzillai,Male,Both,the Gileadite from Rogelim (2SA 17:27),son of contempt; made of iron
Basemath,Basemath,Female,Both,"daughter of Elon the Hittite, and wife of Esau (GEN 26:34)",
Bashemath,Bashemath,Female,Both,"The daughter of Ishmael, the last of Esau’s three wives ([Gen",perfumed; confusion of death; in desolation
Basmath,Basmath,Female,Unknown,,
Bath-shua,Bath-shua,Male,Both,"the Canaanitess, mother of Judah's first three sons (1CH 2:3)",
Bathsheba,Betsabé,Female,Both,daughter of Eliam and wife of Uriah (2SA 11:3),the seventh daughter; the daughter of satiety
Bavai,Bavai,Male,Unknown,,
Bavvai,Bavvai,Male,OT,carried out repairs (NEH 3:18),
Bazluth,Bazluth,Male,OT,temple servant (EZR 2:52),
Bealiah,Bealías,Male,Both,came to David's aid at Ziklag (1CH 12:5),the god of an idol; in an assembly
Bebai,Bebai,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:11),"void, empty"
Becher,Becher,Male,OT,son of Benjamin (GEN 46:21),first begotten; first fruits
Bechorath,Bechorath,Male,Unknown,,first fruits
Becorath,Becorath,Male,OT,"father of Zeror (1SA 9:1), ancestor of King Saul",
Bedad,Bedad,Male,Both,"defeated Midian in the field of Moab (GEN 36:35, 1CH 1:46)",alone; solitary
Bedan,Bedan,Male,Both,son of Ulam (1CH 7:17),according to judgment
Bedeiah,Bedeías,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:35),
Beera,Beera,Male,OT,son of Zophah (1CH 7:37),a well; declaring
Beerah,Beerah,Male,OT,"son of Baal.  Tilgath-pilneser carried him away into exile, leader of Reubenites (1CH 5:6)",
Beeri,Beeri,Male,Both,"the Hittite (GEN 26:34), also called Anah (GEN 36:2)",my well
Bela,Bela,Male,Both,"King of Edom, his city was Dinhabah (GEN 36:32)",
Belshazzar,Belsasar,Male,Both,"the king of Babylon, son of Nebuchadnezzar (DAN 5:1)",master of the treasure
Ben,Ben,Male,OT,"second rank Levite, gatekeeper (1CH 15:18)",a son
Ben-abinadab,Ben-abinadab,Male,OT,"one of Solomon's twelve deputies (1KI 4:7), in Dor (1KI 4:11)",
Ben-ammi,Ben-ammi,Male,Both,son of Lot and forebear of the Ammonites (GEN 19:38),son of my people
Ben-deker,Ben-deker,Male,OT,"one of Solomon's twelve deputies (1KI 4:7), in Makaz (1KI 4:9)",
Ben-geber,Ben-geber,Male,OT,"one of Solomon's twelve deputies (1KI 4:7), in Ramoth-gilead (1KI 4:13)",
Ben-hadad,Ben-hadad,Male,Both,King of Aram (1KI 15:18),
Ben-hail,Ben-hail,Male,OT,"official of Jehoshaphat, sent to teach (2CH 17:7)",
Ben-hanan,Ben-hanan,Male,Unknown,,
Ben-hesed,Ben-hesed,Male,OT,"one of Solomon's twelve deputies (1KI 4:7), in Arubboth (1KI 4:10)",
Ben-hur,Ben-hur,Male,OT,"one of Solomon's twelve deputies (1KI 4:7), in Ephraim (1KI 4:8)",
Ben-zoheth,Ben-zoheth,Male,OT,(grand?) son of Ishi (1CH 4:20),
Benaiah,Benaía,Male,Both,"over the Cherethites and the Pelethites (2SA 8:18), the fifth of ""the thirty"" of David's men (2SA 23:20)",son of the Lord
Benhail,Benhail,Male,Unknown,,son of strength
Benhanan,Benhanan,Male,OT,son of Shimon (1CH 4:20),son of grace
Beninu,Beninu,Male,OT,a Levite (NEH 10:9),
Benjamin,Benjamín,Male,OT,twelfth-born son of Jacob and Rachel (GEN 35:18),son of the right hand
Beno,Beno,Male,OT,son of Jaaziah (1CH 24:27),his son
Beor,Beor,Male,Both,"father of Bela, King of Edom (GEN 36:32)",burning; foolish; mad
Bera,Bera,Male,Both,King of Sodom (GEN 14:2),a well; declaring
Beracah,Beracah,Male,Both,the Anathothite (1CH 12:3),
Berachah,Berachah,Male,Both,"One of the Benjamite warriors, Saul’s brethren, who joined David when at Ziklag ([1 Chr",blessing; bending the knee
Beraiah,Beraías,Male,OT,son of Shimei [Shema v13] (1CH 8:21),the choosing of the Lord
Berechiah,Berechías,Male,Both,son of Meshullam (1CH 3:20),
Bered,Bered,Male,OT,"A son of Shuthelah, and grandson of Ephraim ([1 Chr",hail
Beri,Beri,Male,OT,son of Zophah (1CH 7:36),my son; my corn
Beriah,Berías,Male,OT,son of Asher (GEN 46:17),in fellowship; in envy
Bernice,Berenice,Female,NT,traveled with Agrippa to visit Festus (ACT 25:13),one that brings victory
Berodach-baladan,Berodach-baladan,Male,OT,King of Babylon (2KI 20:12),the son of death
Besai,Besai,Male,OT,temple servant (EZR 2:49),a despising; dirty
Besodeiah,Besodeías,Male,OT,father of Meshullam (NEH 3:6),counsel of the Lord
Beth-rapha,Beth-rafa,Male,OT,son of Eshton (1CH 4:12),house of health
Bethuel,Betuel,Male,Both,"son of Nahor via his wife, Milcah (GEN 22:22)",filiation of God
Bethzur,Bethzur,Male,OT,son of Maon (1CH 2:45),
Bezai,Bezai,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:17),eggs
Bezaleel,Bezaleel,Male,NT,In the shadow of God; i,in the shadow of God
Bezalel,Bezaleel,Male,Both,called by G-d in the construction of the tabernacle (EXO 31:2),
Bezer,Bezer,Male,OT,son of Zophah (1CH 7:37),vine branches
Bichri,Bichri,Male,OT,father of Sheba (2SA 20:6),first-born; first fruits
Bidkar,Bidkar,Male,OT,officer of Jehu's army (2KI 9:25),"in compunction, or sharp pain"
Bigtha,Bigtha,Male,Both,one of the seven eunuchs who served in the presence of King Ahasuerus (EST 1:10),
Bigthan,Bigthan,Male,OT,plotted against Ahasuerus (EST 2:21),in the press; giving meat
Bigthana,Bigthana,Male,NT,One of the eunuchs who “kept the door” in the court of Ahasuerus,
Bigvai,Bigvai,Male,Both,"returned to Judah after the Babylonian captivity (EZR 2:2, NEH 7:7)",in my body
Bildad,Bildad,Male,Both,"the Shuhite, friend of Job (JOB 2:11)",old friendship
Bilgah,Bilgah,Male,Both,fifteenth-chosen priest for the twenty-four courses (1CH 24:14),ancient countenance
Bilgai,Bilgai,Male,OT,Aaronic priest (NEH 10:8),
Bilhah,Bilha,Female,OT,maid of Laban given to Rachel (GEN 29:29) and wife of Jacob (GEN 30:4),"Bilhan, who is old or confused"
Bilhan,Bilhan,Male,OT,son of Ezer (GEN 36:27),
Bilshan,Bilshan,Male,Both,"returned to Judah after the Babylonian captivity (EZR 2:2, NEH 7:7)",in the tongue
Bimhal,Bimhal,Male,OT,son of Japhlet (1CH 7:33),
Binea,Binea,Male,OT,son of Moza (1CH 8:37),son of the Lord
Binnui,Binnui,Male,OT,father of Noadiah (EZR 8:33),building
Birsha,Birsha,Male,Both,King of Gomorrah (GEN 14:2),an evil; a son who beholds
Birzaith,Birzaith,Male,OT,son of Malchiel (1CH 7:31),
Birzavith,Birzavith,Female,Unknown,,
Bishlam,Bishlam,Male,OT,wrote against Judah (EZR 4:7),in peace
Bithia,Bithia,Female,OT,daughter of Pharaoh whom Mered took (1CH 4:17),
Bithiah,Bithías,Female,Unknown,,daughter of the Lord
Biztha,Biztha,Male,Both,one of the seven eunuchs who served in the presence of King Ahasuerus (EST 1:10),
Blastus,Blastus,Male,NT,King Herod's chamberlain (ACT 12:20),that buds or brings forth
Boaz,Booz,Male,Both,kinsman of Naomi's husband (RUT 2:1) who redeemed Ruth (RUT 4:10),"or Booz, in strength"
Bocheru,Bocheru,Male,OT,son of Azel (1CH 8:38),the first born
Bohan,Bohan,Male,Both,son of Reuben whose border stone marked one corner of Judah's portion of the Land (JOS 15:6),in them
Bukki,Bukki,Male,Both,the leader of the tribe of Dan (NUM 34:22) to apportion the Land (NUM 34:17),void
Bukkiah,Bukkías,Male,OT,"son of Heman_3 (1CH 25:4), chosen sixth by lot (1CH 25:13)",the dissipation of the Lord
Bunah,Bunah,Male,OT,son of Jerahmeel (1CH 2:25),building; understanding
Bunni,Bunni,Male,Both,stood on the Levites platform (NEH 9:4),building me
Buz,Buz,Male,Both,son of Nahor (GEN 22:20-21),despised; plundered
Buzi,Buzi,Male,Both,"the priest, father of Ezekiel (EZK  1:3)",my contempt
Caesar,Caesar,Male,NT,Caesar during Jesus' ministry (MAT 22:17),
Caesar Augustus,Caesar Augustus,Male,NT,Caesar at the time of Jesus' incarnation (LUK 2:1),
Caiaphas,Caifás,Male,NT,the High Priest at the time of Messiah's last Passover (MAT 26:3),
Cain,Caín,Male,Both,"first son of Adam (GEN 4:1), cursed from the ground (GEN 4:11)","possession, or possessed"
Cainan,Cainan,Male,NT,in the lineage of Messiah (LUK 3:36),possessor; purchaser
Calcol,Calcol,Male,OT,son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31),nourishing
Caleb,Caleb,Male,Both,1 of the 12 spies- from Judah (NUM 13:6),a dog; a crow; a basket
Canaan,Canaan,Male,Both,"son of Ham (GEN 9:18), cursed by Noah (GEN 9:25)",merchant; trader; or that humbles and subdues
Canaanitish woman,Canaanitish woman,Female,Unknown,,
Candace,Candace,Female,NT,queen of Ethiopia (ACT 8:27),who possesses contrition
Caphthorim,Caphthorim,Male,Unknown,,
Caphtor,Caphtor,Male,OT,son of Mizraim (GEN 10:14),"a sphere, buckle, or hand"
Carcas,Carcas,Male,Unknown,,the covering of a lamb
Carchemish,Carchemish,Male,Unknown,,
Carkas,Carkas,Male,Both,one of the seven eunuchs who served in the presence of King Ahasuerus (EST 1:10),
Carmi,Carmi,Male,Both,son of Reuben (GEN 46:9),my vineyard; lamb of the waters
Carshena,Carshena,Male,Both,one of the seven princes of Persia and Media (EST 1:14),a lamb; sleeping
Casluh,Casluh,Male,Both,son of Mizraim-from which come the Philistines (GEN 10:14),
Casluhim,Casluhim,Male,OT,"Fortified, a people descended from Mizraim ([Gen",hopes of life
Chalcol,Chalcol,Male,Unknown,,"who nourishes, consumes, and sustains the whole"
Chedorlaomer,Chedorlaomer,Male,Both,King of Elam (GEN 14:1),roundness of a sheaf
Chelal,Chelal,Male,OT,descendant of Pahath-moab who had married a foreign wife (EZR 10:30),as night
Chelluh,Chelluh,Male,Unknown,,all
Chelub,Chelub,Male,OT,brother of Shuhah (1CH 4:11),a basket
Chelubai,Chelubai,Male,OT,"son of Hezron, son of Perez (1CH 2:9)",he altogether against me
Cheluhi,Cheluhi,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:35),
Chemosh,Chemosh,Male,Both,"The destroyer, subduer, or fish-god, the god of the Moabites ([Num",handling; stroking; taking away
Chenaanah,Chenaanah,Male,Both,"father of Zedekiah (1KI 22:11, 2CH 18:10)",broken in pieces
Chenani,Chenani,Male,Both,stood on the Levites platform (NEH 9:4),my pillar
Chenaniah,Chenanías,Male,Both,"chief of the Levites (1CH 15:22), descendant of Izhar (1CH 26:29)","preparation, or disposition, or strength, of the Lord"
Cheran,Cheran,Male,OT,son of Dishon (GEN 36:26),anger
Chesed,Chesed,Male,Both,son of Nahor (GEN 22:22),"as a devil, or a destroyer"
Chileab,Chileab,Male,OT,second-born son of King David (2SA 3:3),
Chilion,Chilion,Male,Both,son of Elimelech (RUT 1:2),finished; complete; perfect
Chimham,Chimham,Male,Both,the servant of Barzillai (2SA 19:37),as they; like to them
Chislon,Chislon,Male,OT,father of Elidad (NUM 34:21),"hope, trust"
Chloe,Chloe,Female,NT,a believer in Corinth (1CO 1:11),green herb
Chushan-rishathaim,Chushan-rishathaim,Male,NT,"Cush of double wickedness, or governor of two presidencies, the king of Mesopotamia who oppressed Israel in the generation immediately following Joshu...",blackness of iniquities
Chuza,Chuza,Male,NT,Herod's steward (LUK 8:3),the seer or prophet
Claudia,Claudia,Female,NT,sent greetings via Paul to Timothy (2TI 4:21),"Claudius, lame"
Claudius,Claudio,Male,NT,Roman Emperor during whose reign there was a famine (ACT 11:28),
Clement,Clement,Male,NT,a fellow worker of Paul's (PHP 4:3),mild; good; merciful
Cleopas,Cleofas,Male,NT,met Messiah on the road to Emmaus (LUK 24:18),
Cleophas,Cleofas,Male,NT,"(abbreviation of Cleopatros), one of the two disciples with whom Jesus conversed on the way to Emmaus on the day of the resurrection ([Luke 24:18](/lu...",the whole glory
Clopas,Cleofas,Male,NT,(huband?) of Mary_3 (JHN 19:25),
Col-hozeh,Col-hozeh,Male,Both,official of the distrct of Mizpah and father of Shallum (NEH 3:15),
Conaniah,Conanías,Male,Both,officer in charge of the consecrated things (2CH 31:12),
Concubine the Aramitess,Concubine the Aramitess,Female,Unknown,,
Cononiah,Cononías,Male,Unknown,,
Cornelius,Cornelio,Male,NT,a centurion of the Italian cohort in Caesarea (ACT 10:1),of a horn
Cosam,Cosam,Male,NT,in the lineage of Messiah (LUK 3:28),divining
Coz,Coz,Male,Unknown,A descendant of Judah,a thorn
Cozbi,Cozbi,Female,Both,the Midianite woman pierced by Phinehas (NUM 25:15),a liar; sliding away
Crescens,Crescens,Male,NT,Paul's companion who went to Galatia (2TI 4:10),growing; increasing
Crispus,Crispo,Male,NT,the believing leader of the synagogue in Corinth (ACT 18:8),curled
Cush,Cush,Male,Both,son of Ham (GEN 10:6),"Cushan, Cushi, Ethiopians; blackness"
Cushan-rishathaim,Cushan-rishathaim,Male,OT,Israel sold into his hands for eight years (JDG 3:8) because of Israel's idolatry (JDG 3:7),
Cushi,Cushi,Male,OT,father of Shelamiah (JER 36:14),
Cyrenius,Cyrenius,Male,NT,The Grecized form of Quirinus,who governs
Cyrus,Ciro,Male,Both,King of Persia (2CH 36:22),as miserable; as heir
Dagon,Dagon,Male,NT,"Little fish; diminutive from dag = a fish, the fish-god; the national god of the Philistines ([Judg",corn; a fish
Dalaiah,Dalaías,Male,Unknown,,the poor of the Lord
Dalphon,Dalfon,Male,OT,son of Haman (EST 9:7),the house of caves
Damaris,Damaris,Female,NT,the woman who believed Paul (ACT 17:34),a little woman
Dan,Dan,Male,Both,"fifth-born son of Jacob (GEN 30:5), son of Bilhah, Rachel's handmaid",judgment; he that judges
Daniel,Daniel,Male,Both,descendant of Ithamar who went up with Ezra (EZR 8:2),judgment of God; God my judge
Dara,Dara,Male,Unknown,,
Darda,Darda,Male,Both,son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31),home of knowledge
Darius,Darío,Male,OT,King of Persia (EZR 4:5),he that informs himself
Darkon,Darkon,Male,OT,Solomon's servant (EZR 2:55),of generation; of possession
Dathan,Datán,Male,OT,rebelled against Moses with Korah (NUM 16:1),laws or rites
Daughter,Daughter,Female,NT,daughter of Abraham with an issue of blood for twelve years (MAT 9:22),
Daughter of Herodias,Daughter of Herodias,Female,Unknown,,
Daughter of Lot - Older,Daughter of Lot - Older,Female,Unknown,,
Daughter of Lot - Younger,Daughter of Lot - Younger,Female,Unknown,,
Daughter of Machir,Daughter of Machir,Female,Unknown,,
Daughter of Meshullam,Daughter of Meshullam,Female,Unknown,,
Daughter of Pharaoh,Daughter of Faraoh,Female,NT,The princess who adopted the infant Moses (q,
Daughter of Putiel,Daughter of Putiel,Female,Unknown,,
Daughter of Shuah,Daughter of Shuah,Female,Unknown,,
David,David,Male,Both,"son of Jesse (RUT 4:17), King of Israel (2SA 5:3)","well-beloved, dear"
Death,Death,Male,NT,the rider of the pale/ashen horse (REV 6:8),
Debir,Debir,Male,Both,King of Eglon during the conquest of the Land (JOS 10:3),an orator; a word
Deborah,Débora,Female,OT,Rebekah's nurse (GEN 35:8),word; thing; a bee
Dedan,Dedan,Male,OT,son of Raamah (GEN 10:7),their breasts; friendship; a judge
Dekar,Dekar,Male,Unknown,,force
Delaiah,Delaías,Male,Both,son of Elioenai (1CH 3:24),the poor of the Lord
Delilah,Dalila,Female,Both,a woman who Samson loved (JDG 16:4) who betrayed him (JDG 16:18),poor; small; head of hair
Demas,Demas,Male,NT,sent greetings via Paul to the Colossians (COL 4:14),popular
Demetrius,Demetrius,Male,NT,a silversmith who stirred up the workmen of Ephesus (ACT 19:24),"belonging to corn, or to Ceres"
Deuel,Deuel,Male,OT,father of Eliasaph (NUM 1:14),the knowledge of God
Diana,Diana,Female,NT,"So called by the Romans; called Artemis by the Greeks, the “great” goddess worshipped among heathen nations under various modifications","luminous, perfect"
Diblaim,Diblaim,Male,Both,father of Gomer (HOS 1:3),cluster of figs
Dibri,Dibri,Male,OT,father of Shelomith (LEV 24:11),an orator
Diklah,Diklah,Male,OT,son of Joktan (GEN 10:27),"Dildah, his diminishing"
Dinah,Dina,Female,OT,"daughter of Jacob (GEN 30:21), daughter of Leah",judgment; who judges
Dionysius,Dionysius,Male,NT,the Areopagite who believed Paul (ACT 17:34),divinely touched
Diotrephes,Diotrefes,Male,NT,loves to be first in the church but does not accept what John says (3JN 1:9),nourished by Jupiter
Dishan,Dishan,Male,Both,son of Seir (GEN 36:21) and chief in Edom (GEN 36:29),a threshing
Dishon,Dishon,Male,OT,son of Seir (GEN 36:21) and chief in Edom (GEN 36:29),fatness; ashes
Dodai,Dodai,Male,Both,the Ahohite (1CH 27:4),"Dodanim, beloved"
Dodanim,Dodanim,Male,OT,son of Javan (GEN 10:4),
Dodavah,Dodavah,Male,Unknown,,love
Dodavahu,Dodavahu,Male,Both,"of Mareshah, father of Eliezer the prophet (2CH 20:37)",
Dodo,Dodo,Male,OT,father of Puah (JDG 10:1),his uncle
Doeg,Doeg,Male,Both,the Edomite (1SA 21:7),"careful, who acts with uneasiness"
Dorcas,Dorcas,Female,Unknown,"(in Greek called Dorcas), gazelle, a disciple at Joppa",a female roe-deer
Drusilla,Drusila,Female,NT,wife of Felix (ACT 24:24),watered by the dew
Dumah,Dumah,Male,OT,sixth-born son of Ishmael (GEN 25:14),
Ebal,Ebal,Male,Both,son of Shobal (GEN 36:23),ancient heaps
Ebed,Ebed,Male,Both,father of Gaal (JDG 9:26),a servant; laborer
Ebed-melech,Ebed-melec,Male,Both,the Ethiopian eunuch who spoke up for Jeremiah (JER 38:7),the king's servant
Eber,Heber,Male,Both,"descendant of Shem (GEN 10:21), son of Shelah (GEN 10:24)",one that passes; anger
Ebiasaph,Ebiasaph,Male,Both,son of Elkanah_3 (1CH 6:23),a father that gathers or adds
Eden,Eden,Male,Both,son of Joah (2CH 29:12),pleasure; delight
Eder,Eder,Male,Both,son of Beriah (1CH 8:15),a flock
Eglah,Eglah,Female,OT,wife of King David (2SA 3:5),heifer; chariot; round
Eglon,Eglon,Male,Both,Israel sold into his hands for eighteen years (JDG 3:14) because Israel again did evil in the sight of the LORD (JDG 3:12),same as Eglah
Ehi,Ehi,Male,OT,son of Benjamin (GEN 46:21),
Ehud,Aod,Male,Both,raised up by the LORD as a deliverer for Israel (JDG 3:15) who killed Eglon (JDG 3:21),he that praises
Eker,Eker,Male,OT,"son of Ram, son of Jerahmeel (1CH 2:27)","barren, feeble"
Ela,Ela,Male,OT,father of Shimei (1KI 4:18),
Eladah,Eladah,Male,Unknown,,the eternity of God
Elah,Elah,Male,Both,chief of Edom (GEN 36:41),an oak; a curse; perjury
Elam,Elam,Male,Both,son of Shem (GEN 10:22),a young man; a virgin; a secret
Elasah,Elasah,Male,OT,son of Pashhur who had married a foreign wife (EZR 10:22),the doings of God
Eldaah,Eldaah,Male,OT,son of Midian and grandson of Abraham through Keturah (GEN 25:4),knowledge of God
Eldad,Eldad,Male,Both,remained in the camp and prophesied (NUM 11:26),favored of God; love of God
Elead,Elead,Male,OT,grandson of Ephraim (1CH 7:21),witness of God
Eleadah,Eleadah,Male,OT,son of Tahath (1CH 7:20),
Eleasah,Eleasah,Male,Both,son of Helez (1CH 2:39),
Eleazar,Eleazar,Male,Both,son of Aaron (EXO 6:23),"help of God, court of God"
Elhanan,Elhanan,Male,Both,"son of Jaare-oregim (2SA 21:19), seventh of ""the thirty"" of David's men (2SA 23:24)","grace, or gift, or mercy of God"
Eli,Elí,Male,Both,priest of Israel in Shiloh (1SA 1:3),"Eli, my God, my God"
Eliab,Eliab,Male,Both,head of the tribe of Zebulun during the census (NUM 1:9),God is my father; God is the father
Eliada,Eliada,Male,OT,son of David (2SA 5:16),knowledge of God
Eliadah,Eliadah,Male,Unknown,"An Aramite of Zobah, captain of a marauding band that troubled Solomon ([1 Kings 11:23](/1kgs#1Kgs",
Eliah,Elías,Male,Unknown,,God the Lord
Eliahba,Eliahba,Male,Both,"the Shaalbonite, twenty-second of ""the thirty"" of David's men (2SA 23:32)",my God the Father
